,Pixels #,Intensity (a.u.),Baselined Intensity (a.u.),Wavelength (nm)
58,58.0,7.55731,-0.012118604430205515,548.8715883691858
59,59.0,7.55815,-0.011279281326857848,548.9264921032615
60,60.0,7.55922,-0.010209969483502945,548.9813958373371
61,61.0,7.55922,-0.010210667833210785,549.0362995714128
62,62.0,7.55375,-0.015681376376678102,549.0912033054884
63,63.0,7.55375,-0.015682100571198454,549.1461070395641
64,64.0,7.55631,-0.013122840417493009,549.2010107736397
65,65.0,7.55743,-0.012003593362953424,549.2559145077154
66,66.0,7.55798,-0.011454358291033806,549.310818241791
67,67.0,7.5593,-0.01013513465377347,549.3657219758667
68,68.0,7.55798,-0.011455921134899683,549.4206257099423
69,69.0,7.55897,-0.010466719052243612,549.475529444018
70,70.0,7.55897,-0.010467527418831502,549.5304331780936
71,71.0,7.5616,-0.007838346235469196,549.5853369121693
72,72.0,7.5616,-0.007839172878409961,549.6402406462448
73,73.0,7.56103,-0.00841000734848052,549.6951443803205
74,74.0,7.55833,-0.011110850215390933,549.7500481143961
75,75.0,7.55634,-0.013101704174231621,549.8049518484718
76,76.0,7.55754,-0.011902571211142465,549.8598555825474
77,77.0,7.55754,-0.01190345012987759,549.9147593166231
78,78.0,7.55754,-0.011904340931311097,549.9696630506987
79,79.0,7.55797,-0.01147524361633323,550.0245667847744
80,80.0,7.56024,-0.009206157756842082,550.07947051885
81,81.0,7.56024,-0.009207081088717928,550.1343742529257
82,82.0,7.55701,-0.012438013612881882,550.1892779870013
83,83.0,7.55637,-0.013078958553032649,550.244181721077
84,84.0,7.55637,-0.013079916548554671,550.2990854551526
85,85.0,7.55719,-0.01226088760040156,550.3539891892283
86,86.0,7.55783,-0.011621870891532105,550.4088929233039
87,87.0,7.55783,-0.011622865784429948,550.4637966573796
88,88.0,7.55783,-0.011623872280086545,550.5187003914552
89,89.0,7.55658,-0.012874890379505288,550.5736041255309
90,90.0,7.55901,-0.010445921330720864,550.6285078596065
91,91.0,7.56041,-0.009046962710407946,550.6834115936822
92,92.0,7.56041,-0.009048013122587406,550.7383153277578
93,93.0,7.5556,-0.013859072568306985,550.7932190618334
94,94.0,7.5556,-0.013860145847542249,550.848122795909
95,95.0,7.55753,-0.01193123296136367,550.9030265299847
96,96.0,7.55753,-0.01193233198558108,550.9579302640603
97,97.0,7.55638,-0.013083442921290711,551.012833998136
98,98.0,7.55638,-0.01308456691682558,551.0677377322116
99,99.0,7.55559,-0.013875703973305953,551.1226414662873
100,100.0,7.55619,-0.013276854879882727,551.1775452003629
101,101.0,7.55619,-0.013278019039212552,551.2324489344386
102,102.0,7.55807,-0.011399196452457794,551.2873526685142
103,103.0,7.55807,-0.011400385245290856,551.3422564025899
104,104.0,7.55808,-0.011391585418897066,551.3971601366655
105,105.0,7.56153,-0.007942796964494292,551.4520638707412
106,106.0,7.56153,-0.007944016440615265,551.5069676048169
107,107.0,7.55792,-0.011555243848477836,551.5618713388925
108,108.0,7.5563,-0.013176482791608102,551.6167750729682
109,109.0,7.55279,-0.016687734887358197,551.6716788070438
110,110.0,7.55279,-0.016689003637643474,551.7265825411195
111,111.0,7.55716,-0.012320289043727506,551.7814862751951
112,112.0,7.55716,-0.012321586748317515,551.8363900092708
113,113.0,7.55723,-0.012252896752707798,551.8912937433463
114,114.0,7.55601,-0.01347421898837009,551.946197477422
115,115.0,7.55723,-0.012255554673634705,552.0011012114976
116,116.0,7.55541,-0.01407690259282024,552.0560049455732
117,117.0,7.55707,-0.012418264562756853,552.1109086796489
118,118.0,7.55707,-0.012419638928931498,552.1658124137246
119,119.0,7.56111,-0.008381025692712818,552.2207161478002
120,120.0,7.56111,-0.00838242082437013,552.2756198818759
121,121.0,7.56091,-0.008583824325293143,552.3305236159515
122,122.0,7.56027,-0.009225236396479097,552.3854273500272
123,123.0,7.56091,-0.008586657678027798,552.4403310841028
124,124.0,7.56092,-0.008578087532664647,552.4952348181785
125,125.0,7.56092,-0.008579525951836864,552.5501385522541
126,126.0,7.56002,-0.009480972936978915,552.6050422863298
127,127.0,7.56002,-0.009482429387678515,552.6599460204054
128,128.0,7.56002,-0.009483895305388401,552.7148497544811
129,129.0,7.55828,-0.01122537069156948,552.7697534885567
130,130.0,7.55725,-0.012256857283870382,552.8246572226324
131,131.0,7.55725,-0.012258356111365387,552.879560956708
132,132.0,7.55725,-0.012259867175547612,552.9344646907837
133,133.0,7.55753,-0.011981390477923348,552.9893684248593
134,134.0,7.55413,-0.015382925740675901,553.0442721589349
135,135.0,7.55301,-0.016504476356717035,553.0991758930105
136,136.0,7.55301,-0.0165060434444948,553.1540796270862
137,137.0,7.55495,-0.014567627005568795,553.2089833611618
138,138.0,7.55976,-0.009759225106799718,553.2638870952375
139,139.0,7.56021,-0.009310832951232584,553.3187908293131
140,140.0,7.56021,-0.009312450091422342,553.3736945633888
141,141.0,7.56021,-0.009314076528981197,553.4285982974644
142,142.0,7.56166,-0.007865712265530789,553.4835020315401
143,143.0,7.56166,-0.007867355855629476,553.5384057656157
144,144.0,7.55999,-0.009539007300915614,553.5933094996914
145,145.0,7.55999,-0.00954066826964528,553.648213233767
146,146.0,7.5598,-0.009732338763472903,553.7031169678427
147,147.0,7.55785,-0.01168401897366067,553.7580207019183
148,148.0,7.55785,-0.011685710847525677,553.812924435994
149,149.0,7.55796,-0.011577414386753304,553.8678281700696
150,150.0,7.56171,-0.007829129483296171,553.9227319041453
151,151.0,7.55796,-0.011580852396864572,553.9776356382209
152,152.0,7.55816,-0.011382586871175882,554.0325393722966
153,153.0,7.55816,-0.011384332708421319,554.0874431063722
154,154.0,7.55816,-0.01138608991034129,554.1423468404478
155,155.0,7.55849,-0.011057858478685567,554.1972505745234
156,156.0,7.55771,-0.011839638085970883,554.2521543085991
157,157.0,7.55771,-0.011841429512168489,554.3070580426747
158,158.0,7.55771,-0.011843232759065181,554.3619617767504
159,159.0,7.55815,-0.011405047828457526,554.416865510826
160,160.0,7.55829,-0.011266874283178296,554.4717692449017
161,161.0,7.55815,-0.011408711985370523,554.5266729789773
162,162.0,7.55829,-0.011270561076543117,554.581576713053
163,163.0,7.55958,-0.00998242141886152,554.6364804471286
164,164.0,7.55958,-0.00998429172705606,554.6913841812043
165,165.0,7.55851,-0.011056172002990472,554.7462879152799
166,166.0,7.55828,-0.011288063316165164,554.8011916493556
167,167.0,7.55851,-0.011059965897938007,554.8560953834312
168,168.0,7.55828,-0.011291879520733517,554.9109991175069
169,169.0,7.55865,-0.010923804415930327,554.9659028515825
170,170.0,7.55711,-0.012465740216290655,555.0208065856582
171,171.0,7.55865,-0.010927688460141027,555.0757103197338
172,172.0,7.56038,-0.009199647613026052,555.1306140538095
173,173.0,7.56038,-0.009201615950658493,555.1855177878851
174,174.0,7.55771,-0.011873593475002941,555.2404215219608
175,175.0,7.55771,-0.011875582852093558,555.2953252560363
176,176.0,7.55628,-0.01330758408391386,555.350228990112
177,177.0,7.55628,-0.013309598598981509,555.4051327241876
178,178.0,7.55456,-0.015031626399302667,555.4600364582633
179,179.0,7.55456,-0.015033669202439981,555.5149401923389
180,180.0,7.55886,-0.010735727010427354,555.5698439264146
181,181.0,7.55886,-0.010737795535901817,555.6247476604902
182,182.0,7.55483,-0.014769874780923509,555.6796513945659
183,183.0,7.55483,-0.014771968767695043,555.7345551286415
184,184.0,7.55602,-0.013584077498300928,555.7894588627172
185,185.0,7.55911,-0.010496199787927374,555.8443625967928
186,186.0,7.56061,-0.00899833255603788,555.8992663308685
187,187.0,7.56061,-0.009000474307972794,555.9541700649442
188,188.0,7.56485,-0.00476262504587055,556.0090737990198
189,189.0,7.5658,-0.0038147805397370504,556.0639775330955
190,190.0,7.5676,-0.002016939843237253,556.1188812671711
191,191.0,7.56779,-0.0018291011611371033,556.1737850012468
192,192.0,7.56969,6.873569414711511e-05,556.2286887353224
193,193.0,7.56969,6.657261808751258e-05,556.2835924693981
194,194.0,7.56359,-0.0060355903914768305,556.3384962034737
195,195.0,7.56335,-0.006277759427797847,556.3933999375492
196,196.0,7.56359,-0.006039934732611663,556.4483036716249
197,197.0,7.56335,-0.0062821160685162525,556.5032074057006
198,198.0,7.56181,-0.007824303677260502,556.5581111397762
199,199.0,7.5593,-0.010336499098140273,556.6130148738519
200,200.0,7.55826,-0.01137870483812442,556.6679186079275
201,201.0,7.55826,-0.011380921937059085,556.7228223420032
202,202.0,7.55854,-0.011103150397153705,556.7777260760788
203,203.0,7.55899,-0.010655389941272908,556.8326298101545
204,204.0,7.56191,-0.007737640122666534,556.8875335442301
205,205.0,7.56191,-0.007739898029690551,556.9424372783058
206,206.0,7.56081,-0.008842163664597003,556.9973410123814
207,207.0,7.55984,-0.009814438127442315,557.0522447464571
208,208.0,7.55818,-0.01147672238845221,557.1071484805327
209,209.0,7.55623,-0.0134290181061818,557.1620522146084
210,210.0,7.55818,-0.011481327228191063,557.216955948684
211,211.0,7.55891,-0.010753647811506895,557.2718596827597
212,212.0,7.56024,-0.009425979130113227,557.3267634168353
213,213.0,7.56098,-0.008688319859244231,557.381667150911
214,214.0,7.56075,-0.00892066926277213,557.4365708849866
215,215.0,7.56075,-0.008923027572566689,557.4914746190623
216,216.0,7.56075,-0.008925394790978203,557.5463783531378
217,217.0,7.55954,-0.010137770920366052,557.6012820872135
218,218.0,7.55875,-0.010930157170523813,557.6561858212891
219,219.0,7.55445,-0.015232554332063941,557.7110895553648
220,220.0,7.55445,-0.015234966696665353,557.7659932894404
221,221.0,7.55867,-0.011017394266729319,557.8208970235161
222,222.0,7.55867,-0.011019832835206245,557.8758007575917
223,223.0,7.55843,-0.01126228240452587,557.9307044916674
224,224.0,7.55843,-0.011264743216580442,557.985608225743
225,225.0,7.55879,-0.010907215273822324,558.0405119598187
226,226.0,7.55879,-0.01090969821953891,558.0954156938943
227,227.0,7.55803,-0.01167219205620551,558.15031942797
228,228.0,7.55679,-0.01291469754454777,558.2052231620456
229,229.0,7.55803,-0.011677215924073003,558.2601268961213
230,230.0,7.55823,-0.011479745960281562,558.3150306301969
231,231.0,7.55858,-0.011132287456162793,558.3699343642726
232,232.0,7.55958,-0.010134840065059159,558.4248380983482
233,233.0,7.55858,-0.011137402791761453,558.4797418324239
234,234.0,7.5605,-0.009219976636575922,558.5346455664995
235,235.0,7.56093,-0.008792559686293444,558.5895493005752
236,236.0,7.56093,-0.008795151514384258,558.6444530346507
237,237.0,7.56093,-0.008797752123432367,558.6993567687264
238,238.0,7.55987,-0.009860361516029315,558.754260502802
239,239.0,7.55987,-0.009862980752536998,558.8091642368777
240,240.0,7.55987,-0.009865609835564726,558.8640679709533
241,241.0,7.56096,-0.00877824876773392,558.918971705029
242,242.0,7.56096,-0.00878089646398017,558.9738754391046
243,243.0,7.55997,-0.009773552926942486,559.0287791731803
244,244.0,7.55997,-0.009776219147179077,559.0836829072559
245,245.0,7.55997,-0.009778895127348086,559.1385866413316
246,246.0,7.56082,-0.008931580870116917,559.1934903754072
247,247.0,7.55967,-0.01008427552996416,559.2483941094829
248,248.0,7.56172,-0.008036980257121407,559.3032978435585
249,249.0,7.55967,-0.01008969300857121,559.3582015776342
250,250.0,7.56161,-0.008152415832729965,559.4131053117098
251,251.0,7.56161,-0.008155146796382517,559.4680090457855
252,252.0,7.56161,-0.008157885902249973,559.5229127798611
253,253.0,7.56145,-0.008320633153064527,559.5778165139368
254,254.0,7.55743,-0.012343388711244074,559.6327202480124
255,255.0,7.56049,-0.009286156590606609,559.6876239820881
256,256.0,7.56049,-0.009288933740857708,559.7425277161637
257,257.0,7.56049,-0.009291720164765316,559.7974314502393
258,258.0,7.55689,-0.012894515865107259,559.8523351843149
259,259.0,7.55689,-0.012897324436392132,559.9072389183906
260,260.0,7.55939,-0.010400145881418688,559.9621426524662
261,261.0,7.55939,-0.010402977708888095,560.0170463865419
262,262.0,7.56073,-0.009065819921620921,560.0719501206175
263,263.0,7.55824,-0.01155867118535081,560.1268538546932
264,264.0,7.55824,-0.011561533987385353,560.1817575887688
265,265.0,7.55824,-0.011564408330578146,560.2366613228445
266,266.0,7.5597,-0.010107294217791996,560.2915650569201
267,267.0,7.56276,-0.0070501901952289,560.3464687909958
268,268.0,7.56276,-0.007053093212038952,560.4013725250715
269,269.0,7.5619,-0.0079160032711183,560.4562762591471
270,270.0,7.55818,-0.011638921233702249,560.5111799932228
271,271.0,7.55818,-0.01164185081462854,560.5660837272984
272,272.0,7.55818,-0.01164479201681523,560.620987461374
273,273.0,7.561,-0.008827744843195262,560.6758911954497
274,274.0,7.561,-0.00883070648296247,560.7307949295254
275,275.0,7.55896,-0.010873676939069377,560.785698663601
276,276.0,7.55896,-0.010876658250032811,560.8406023976767
277,277.0,7.55896,-0.010879650418822884,560.8955061317523
278,278.0,7.55987,-0.009972653448421909,560.9504098658279
279,279.0,7.55684,-0.013005666433860696,561.0053135999035
280,280.0,7.56049,-0.009358692401030488,561.0602173339792
281,281.0,7.55943,-0.01042172771139871,561.1151210680548
282,282.0,7.55943,-0.010424773425675049,561.1700248021305
283,283.0,7.5579,-0.01195782954689495,561.2249285362061
284,284.0,7.55776,-0.012100897604558014,561.2798322702818
285,285.0,7.5579,-0.011963977741384468,561.3347360043574
286,286.0,7.55822,-0.011647069820779343,561.3896397384331
287,287.0,7.55822,-0.011650173526585483,561.4445434725087
288,288.0,7.55822,-0.011653288861896094,561.4994472065844
289,289.0,7.55748,-0.012396415829814877,561.55435094066
290,290.0,7.56047,-0.009409555171678186,561.6092546747357
291,291.0,7.56047,-0.009412703907463182,561.6641584088113
292,292.0,7.56047,-0.009415862040309086,561.719062142887
293,293.0,7.56155,-0.008339029573362744,561.7739658769626
294,294.0,7.56155,-0.008342205432037453,561.8288696110383
295,295.0,7.56155,-0.008345389619498711,561.8837733451139
296,296.0,7.56024,-0.0096585821389219,561.9386770791896
297,297.0,7.56008,-0.009821784300737768,561.9935808132652
298,298.0,7.56024,-0.009664996267791715,562.0484845473409
299,299.0,7.56068,-0.00922821788363315,562.1033882814164
300,300.0,7.56832,-0.0015914487124168986,562.1582920154921
301,301.0,7.56197,-0.00794468113063207,562.2131957495677
302,302.0,7.56197,-0.00794792148088952,562.2680994836434
303,303.0,7.55969,-0.010231169766421466,562.323003217719
304,304.0,7.55942,-0.010504428265651455,562.3779069517947
305,305.0,7.55969,-0.01023769725122392,562.4328106858703
306,306.0,7.56112,-0.008810976457001019,562.487714419946
307,307.0,7.56135,-0.008584264459334356,562.5426181540216
308,308.0,7.56135,-0.008587561031978552,562.5975218880973
309,309.0,7.56135,-0.008590866178221468,562.6524256221729
310,310.0,7.56533,-0.004614179901357929,562.7073293562486
311,311.0,7.55947,-0.010477498232100757,562.7622330903242
312,312.0,7.56054,-0.00941082702228968,562.8171368243999
313,313.0,7.55947,-0.010484165207595098,562.8720405584755
314,314.0,7.5589,-0.011057513858992785,562.9269442925512
315,315.0,7.5589,-0.011060873548514927,562.9818480266268
316,316.0,7.56102,-0.008944244279510016,563.0367517607025
317,317.0,7.56102,-0.0089476239400188,563.0916554947781
318,318.0,7.56035,-0.009621012533410855,563.1465592288537
319,319.0,7.55956,-0.01041441073163174,563.2014629629293
320,320.0,7.558,-0.011977819326324024,563.256366697005
321,321.0,7.55956,-0.010421239877246968,563.3112704310806
322,322.0,7.55966,-0.010324670831447058,563.3661741651563
323,323.0,7.55966,-0.010328112092567565,563.4210778992319
324,324.0,7.55813,-0.011861563664038677,563.4759816333076
325,325.0,7.55813,-0.011865027075748102,563.5308853673832
326,326.0,7.55813,-0.011868502331146225,563.5857891014589
327,327.0,7.55946,-0.010541989433695775,563.6406928355345
328,328.0,7.55892,-0.011085487059973254,563.6955965696102
329,329.0,7.56004,-0.009968995752227094,563.7505003036858
330,330.0,7.55892,-0.011092514396493058,563.8054040377615
331,331.0,7.55917,-0.010846044113736575,563.8603077718371
332,332.0,7.55782,-0.012199584658055151,563.9152115059128
333,333.0,7.55596,-0.014063137379778823,563.9701152399884
334,334.0,7.55596,-0.014066704137735364,564.0250189740641
335,335.0,7.5589,-0.011130284935476631,564.0799227081397
336,336.0,7.5589,-0.011133876843859802,564.1348264422154
337,337.0,7.5589,-0.01113747986646274,564.189730176291
338,338.0,7.56053,-0.009511094006874998,564.2446339103667
339,339.0,7.56053,-0.009514717642364445,564.2995376444424
340,340.0,7.56065,-0.009398350776543829,564.3544413785179
341,341.0,7.55847,-0.01158199329329257,564.4093451125935
342,342.0,7.56065,-0.009405647371298897,564.4642488466692
343,343.0,7.55847,-0.011589310839149825,564.5191525807448
344,344.0,7.55703,-0.013032985875550018,564.5740563148205
345,345.0,7.55703,-0.013036673920628239,564.6289600488961
346,346.0,7.56066,-0.0094103749780583,564.6838637829718
347,347.0,7.56066,-0.00941408543003508,564.7387675170474
348,348.0,7.56013,-0.009947805280257072,564.7936712511231
349,349.0,7.55991,-0.010171535061271442,564.8485749851988
350,350.0,7.55991,-0.010175274996306882,564.9034787192744
351,351.0,7.56174,-0.008349025089090745,564.95838245335
352,352.0,7.56263,-0.0074627835172877965,565.0132861874257
353,353.0,7.56263,-0.007466549396434985,565.0681899215014
354,354.0,7.56061,-0.00949032273028827,565.123093655577
355,355.0,7.56061,-0.009494105538430553,565.1779973896527
356,356.0,7.56169,-0.008417897824634757,565.2329011237283
357,357.0,7.56225,-0.007861698514967763,565.287804857804
358,358.0,7.564,-0.006115507054357927,565.3427085918796
359,359.0,7.57298,0.002860678300039332,565.3976123259552
360,360.0,7.58211,0.011986866512068595,565.4525160600308
361,361.0,7.5858,0.015673066703758565,565.5074197941065
362,362.0,7.58728,0.017149282562023416,565.5623235281821
363,363.0,7.5858,0.015665515563745736,565.6172272622578
364,364.0,7.58436,0.014221764224475741,565.6721309963334
365,365.0,7.58423,0.014088027100011224,565.7270347304091
366,366.0,7.5838,0.013654304056579747,565.7819384644847
367,367.0,7.58423,0.01408059466036704,565.8368421985604
368,368.0,7.5844,0.014246899337741148,565.891745932636
369,369.0,7.5844,0.014243218255038492,565.9466496667117
370,370.0,7.57166,0.001499551408572053,566.0015534007873
371,371.0,7.56947,-0.0006941139400487017,566.056457134863
372,372.0,7.56692,-0.003247779981917276,566.1113608689386
373,373.0,7.56645,-0.0037214492670836208,566.1662646030143
374,374.0,7.56645,-0.00372512226847288,566.2211683370899
375,375.0,7.56421,-0.005968798989750113,566.2760720711656
376,376.0,7.56421,-0.005972481670758256,566.3309758052412
377,377.0,7.56603,-0.004156170315169128,566.3858795393169
378,378.0,7.56603,-0.004159863109813422,566.4407832733925
379,379.0,7.56564,-0.004553560058375261,566.4956870074682
380,380.0,7.56451,-0.005687261553897649,566.5505907415438
381,381.0,7.56125,-0.008950968728108855,566.6054944756194
382,382.0,7.56068,-0.009524684838308595,566.660398209695
383,383.0,7.56034,-0.00986841045697151,566.7153019437707
384,384.0,7.55985,-0.010362145927062194,566.7702056778463
385,385.0,7.55985,-0.010365891741201061,566.825109411922
386,386.0,7.55859,-0.011629647903121487,566.8800131459976
387,387.0,7.55859,-0.011633415673618863,566.9349168800733
388,388.0,7.55761,-0.012617195056447983,566.9898206141489
389,389.0,7.55761,-0.012620987032970987,567.0447243482246
390,390.0,7.5587,-0.011534791606963246,567.0996280823002
391,391.0,7.5587,-0.011538607694884462,567.1545318163759
392,392.0,7.55842,-0.011822435300535616,567.2094355504515
393,393.0,7.55648,-0.013766274707055715,567.2643392845272
394,394.0,7.55776,-0.012490127853373778,567.3192430186028
395,395.0,7.55776,-0.012493993466602404,567.3741467526785
396,396.0,7.55789,-0.012367871550589271,567.4290504867541
397,397.0,7.55789,-0.012371761979522056,567.4839542208298
398,398.0,7.55789,-0.012375664757273697,567.5388579549054
399,399.0,7.55874,-0.011529579887732844,567.5937616889811
400,400.0,7.55874,-0.011533506526874682,567.6486654230567
401,401.0,7.55874,-0.011537444678610953,567.7035691571323
402,402.0,7.5592,-0.011081394346864393,567.7584728912079
403,403.0,7.55984,-0.010445355076662999,567.8133766252836
404,404.0,7.56047,-0.009819326233441394,567.8682803593592
405,405.0,7.56047,-0.00982330719257618,567.9231840934349
406,406.0,7.55924,-0.011057297958035228,567.9780878275105
407,407.0,7.55924,-0.01106129976097936,568.0329915615862
408,408.0,7.55924,-0.011065312605395228,568.0878952956618
409,409.0,7.55883,-0.01147933649528099,568.1427990297375
410,410.0,7.55738,-0.012933371843671715,568.1977027638131
411,411.0,7.55738,-0.01293742010100285,568.2526064978888
412,412.0,7.55759,-0.012731481271305967,568.3075102319644
413,413.0,7.55854,-0.011785555149160132,568.3624139660401
414,414.0,7.55854,-0.01178964079097522,568.4173177001157
415,415.0,7.55585,-0.014483738200821605,568.4722214341914
416,416.0,7.55585,-0.014487850065873609,568.527125168267
417,417.0,7.56108,-0.00926197639022508,568.5820289023427
418,418.0,7.56159,-0.008756111960751767,568.6369326364184
419,419.0,7.56159,-0.008760256272674738,568.691836370494
420,420.0,7.56753,-0.0028244093301221795,568.7467401045697
421,421.0,7.57124,0.0008814347919203769,568.8016438386453
422,422.0,7.57278,0.0024172797943453617,568.8565475727208
423,423.0,7.57278,0.0024131272113532276,568.9114513067965
424,424.0,7.57071,0.000338977038795818,568.9663550408721
425,425.0,7.57071,0.00033482720480026984,569.0212587749478
426,426.0,7.57413,0.003750677705222749,569.0761625090234
427,427.0,7.57413,0.0037465319523857232,569.1310662430991
428,428.0,7.57205,0.0016623899421457367,569.1859699771748
429,429.0,7.57167,0.0012782495923717718,569.2408737112504
430,430.0,7.56757,-0.0028258894806558743,569.295777445326
431,431.0,7.56439,-0.0060100313756557,569.3506811794017
432,432.0,7.56439,-0.006014179271384812,569.4055849134774
433,433.0,7.56439,-0.006018333171979862,569.460488647553
434,434.0,7.56214,-0.008272493081585175,569.5153923816287
435,435.0,7.56048,-0.009936661249915879,569.5702961157043
436,436.0,7.55881,-0.011610839337524048,569.62519984978
437,437.0,7.56007,-0.010355029014669448,569.6801035838556
438,438.0,7.55749,-0.01293922902850042,569.7350073179313
439,439.0,7.56007,-0.01036344195693406,569.7899110520069
440,440.0,7.55792,-0.012517665230435071,569.8448147860826
441,441.0,7.55792,-0.012521900998033075,569.8997185201582
442,442.0,7.55642,-0.01402614926394552,569.9546222542338
443,443.0,7.55642,-0.014030411528510811,570.0095259883094
444,444.0,7.55758,-0.012874687795973117,570.0644297223851
445,445.0,7.55919,-0.011268976913621387,570.1193334564607
446,446.0,7.56262,-0.007843277279714123,570.1742371905364
447,447.0,7.56262,-0.00784758547615283,570.229140924612
448,448.0,7.55988,-0.010591901507233992,570.2840446586877
449,449.0,7.55988,-0.010596228111265482,570.3389483927633
450,450.0,7.5594,-0.01108056529255741,570.393852126839
451,451.0,7.55999,-0.010494913534303763,570.4487558609146
452,452.0,7.56,-0.010489272252221404,570.5036595949903
453,453.0,7.56,-0.010493641440675994,570.5585633290659
454,454.0,7.55951,-0.010988021104019197,570.6134670631416
455,455.0,7.55951,-0.010992411735468721,570.6683707972172
456,456.0,7.56079,-0.00971681333939678,570.7232745312929
457,457.0,7.56305,-0.007461224643142472,570.7781782653685
458,458.0,7.56537,-0.0051456433959122805,570.8330819994442
459,459.0,7.56537,-0.005150067286513682,570.8879857335198
460,460.0,7.56081,-0.009714496319359611,570.9428894675955
461,461.0,7.55977,-0.010758935049691054,570.9977932016711
462,462.0,7.56047,-0.01006338451954214,571.0526969357468
463,463.0,7.55977,-0.01076784403496589,571.1076006698223
464,464.0,7.56029,-0.010252314298785592,571.162504403898
465,465.0,7.56029,-0.010256794796664082,571.2174081379736
466,466.0,7.56029,-0.010261285533066378,571.2723118720493
467,467.0,7.56041,-0.010145786512467225,571.3272156061249
468,468.0,7.56164,-0.008920297619628315,571.3821193402006
469,469.0,7.56164,-0.008924817631786652,571.4370230742762
470,470.0,7.56068,-0.00988934655344842,571.4919268083519
471,471.0,7.56056,-0.010013885346996432,571.5468305424275
472,472.0,7.56056,-0.010018434136681797,571.6017342765032
473,473.0,7.57073,0.00014700707296189108,571.6566380105788
474,474.0,7.57127,0.0006824484294281064,571.7115417446545
475,475.0,7.57522,0.004627890467500784,571.7664454787301
476,476.0,7.57173,0.0011333371286914584,571.8213492128058
477,477.0,7.57312,0.0025187849218495373,571.8762529468814
478,478.0,7.57312,0.0025142352309215354,571.9311566809571
479,479.0,7.57312,0.0025096880513597597,571.9860604150327
480,480.0,7.57269,0.002075143378621469,572.0409641491084
481,481.0,7.57269,0.0020706007786133185,572.095867883184
